product_id,product_link,Processor_Name,Processor_Generation,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,Refresh_Rate,price
COMGJ75HFXNCKUJR,https://www.flipkart.com/product/p/item?pid=COMGJ75HFXNCKUJR,Core i5,11th Gen,"Base Frequency 2.40 GHz, Max Turbo Boost Upto 4.20 GHz",512 GB,8 GB,NVIDIA GeForce MX350,2 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"62,490"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"46,000"
COMGJ75HN66KHZYB,https://www.flipkart.com/product/p/item?pid=COMGJ75HN66KHZYB,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 5.0 GHz",512 GB,8 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"60,690"
COMGD436X2AWBFVT,https://www.flipkart.com/product/p/item?pid=COMGD436X2AWBFVT,Ryzen 7 Octa Core,,4.5,512 GB,8 GB,AMD Radeon Radeon Graphics,,No,96.52 cm (38 cm),1920 x 1080 pixel,,"59,900"
COMG87FF2SD7ZHK6,https://www.flipkart.com/product/p/item?pid=COMG87FF2SD7ZHK6,Core i5,10th Gen,1.0 GHz upto max turbo frequency at 3.6 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"46,990"
COMG69G2FNSS2MB2,https://www.flipkart.com/product/p/item?pid=COMG69G2FNSS2MB2,Core i5,11th Gen,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",256 GB,8 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"60,130"
COMGFA5FCNKUTPHG,https://www.flipkart.com/product/p/item?pid=COMGFA5FCNKUTPHG,Ryzen 5 Hexa Core,,3.3 GHz with Max Turbo Boost Frequency Up to 4.5 GHz,512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.89 cm (16.1 Inch),1920 x 1080 Pixel,,"78,680"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGNWE9YPKEQTAK,https://www.flipkart.com/product/p/item?pid=COMGNWE9YPKEQTAK,Core i9,12th Gen,,1 TB,32 GB,NVIDIA GeForce RTX 6GB RTX 3060,6 GB,No,40.64 cm (16 inch),3840 x 2400 pixel,,"1,99,990"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"36,990"
COMGFPGWRFMJZDHX,https://www.flipkart.com/product/p/item?pid=COMGFPGWRFMJZDHX,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,120 Hz,"1,05,990"
COMG97ARZGJ5NKCJ,https://www.flipkart.com/product/p/item?pid=COMG97ARZGJ5NKCJ,Ryzen 5 Hexa Core,,3.3 GHz upto max turbo frequency at 4.2 Ghz,512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,38.0 cm (14.96 Inch),1920 x 1080 pixel,,"66,990"
COMGBHZBHNRMFBQT,https://www.flipkart.com/product/p/item?pid=COMGBHZBHNRMFBQT,Core i7,11th Gen,2.3 GHz upto max turbo frequency at 4.6 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"1,03,490"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMG8Z984EZHKCWK,https://www.flipkart.com/product/p/item?pid=COMG8Z984EZHKCWK,Celeron Dual Core,,2.8,,4 GB,Intel Integrated UHD Graphics 600,,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,,"18,690"
COMG8ZERNFVMXU8Z,https://www.flipkart.com/product/p/item?pid=COMG8ZERNFVMXU8Z,Core i5,11th Gen,4.20,512 GB,8 GB,Intel Integrated Intel Iris Xe Graphics,,Yes,35.56 cm (14 Inch),1920 x 1080 pixel,,"79,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGF3B7WGKG3BH7,https://www.flipkart.com/product/p/item?pid=COMGF3B7WGKG3BH7,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,96.52 cm (38 cm),1920 x 1080 Pixels,120 Hz,"1,13,990"
COMG6Z2BCHQ4PSYA,https://www.flipkart.com/product/p/item?pid=COMG6Z2BCHQ4PSYA,Celeron Dual Core,,1.1 GHz with Turbo Boost Upto 2.4 GHz,,4 GB,Intel Integrated HD 500,,Yes,35.56 cm (14 inch),1366 x 768 Pixels,,"25,990"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGZMKFQYHVEUXH,https://www.flipkart.com/product/p/item?pid=COMGZMKFQYHVEUXH,Ryzen 7 Octa Core,,2.0 GHz upto max turbo frequency at 4.5 Ghz,512 GB,16 GB,AMD Radeon AMD,,No,40.64 cm (16 Inch),1920 x 1200 Pixel,,"70,990"
COMGFWCY9EZEZNFN,https://www.flipkart.com/product/p/item?pid=COMGFWCY9EZEZNFN,Ryzen 9 Octa Core,,Up to 4.9 GHz max boost,1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,165 Hz,"1,61,990"
COMGMV9SUG5ZCCDB,https://www.flipkart.com/product/p/item?pid=COMGMV9SUG5ZCCDB,Ryzen 7 Octa Core,,1.9GHz Upto 4.4GHz,512 GB,16 GB,AMD Radeon AMD,,Yes,33.78 cm (13.3 Inch),1920 x 1080 Pixel,,"94,500"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"43,975"
COMGFWCYZ3GYT3WZ,https://www.flipkart.com/product/p/item?pid=COMGFWCYZ3GYT3WZ,Ryzen 9 Octa Core,,Up to 4.9 GHz max boost,1 TB,16 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,240 Hz,"1,89,990"
COMG7X7HZUE3M2HP,https://www.flipkart.com/product/p/item?pid=COMG7X7HZUE3M2HP,M1 Max,,,1 TB,32 GB,NA,,No,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"3,09,490"
COMFT8GXQ8NJZWUY,https://www.flipkart.com/product/p/item?pid=COMFT8GXQ8NJZWUY,Core i9,10th Gen,2.4 GHz with Turbo Boost Upto 5.3 GHz,1 TB,32 GB,NVIDIA GeForce RTX 2060,6 GB,Yes,39.62 cm (15.6 inch),3840 x 2160 Pixel,,"1,61,990"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"36,990"
COMGNP9PAR67CM7F,https://www.flipkart.com/product/p/item?pid=COMGNP9PAR67CM7F,Ryzen 5 Hexa Core,,3.3 Ghz. Turbo Upto 4.2 Ghz.,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920x1080$$Pixels pixel,144 Hz,"68,990"
COMGFVWMZXNEDHFB,https://www.flipkart.com/product/p/item?pid=COMGFVWMZXNEDHFB,Core i5,10th Gen,2.5 GHz to max turbo frequency at 4.5 Ghz,512 GB,8 GB,NVIDIA GeForce GTX 1650 Ti,4 GB,No,39.62 cm (15.6 Inch),1920x1080 Pixels,144 Hz,"65,990"
COMGFPGXDA6KTNXY,https://www.flipkart.com/product/p/item?pid=COMGFPGXDA6KTNXY,Core i5,12th Gen,1.2 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,Intel Integrated UHD,,No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,,"82,990"
COMGJFGFRPHXZBVZ,https://www.flipkart.com/product/p/item?pid=COMGJFGFRPHXZBVZ,Ryzen 7 Octa Core,,2.9 Ghz. Turbo Upto 4.2 Ghz.,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,144 Hz,"75,990"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMG4J5GTABB7YYH,https://www.flipkart.com/product/p/item?pid=COMG4J5GTABB7YYH,Core i7,11th Gen,4.7 GHz Max Turbo Frequency,512 GB,8 GB,NVIDIA GeForce MX450,2 GB,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,"75,990"
COMFTPG2HYSS9TW3,https://www.flipkart.com/product/p/item?pid=COMFTPG2HYSS9TW3,Core i7,10th Gen,2.3 GHz with Turbo Boost Upto 5.1 GHz,1 TB,16 GB,NVIDIA GeForce RTX 2080 Super Max-Q,8 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"1,83,490"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGCG2GZKRCJUBZ,https://www.flipkart.com/product/p/item?pid=COMGCG2GZKRCJUBZ,Ryzen 5 Quad Core,,"Base Frequency 2.10 GHz, Max Turbo Boost Frequency Up to 3.7 GHz",512 GB,8 GB,AMD Radeon Vega 8,,No,35.56 cm (14 inch),1920 x 1080 Pixel,,"46,990"
COMGZBHZ5ZTPKTDZ,https://www.flipkart.com/product/p/item?pid=COMGZBHZ5ZTPKTDZ,Core i5,12th Gen,3.30GHz Upto 4.40GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"70,990"
COMGH3DSMP79M6WN,https://www.flipkart.com/product/p/item?pid=COMGH3DSMP79M6WN,Core i5,11th Gen,2.4 GHz upto max turbo frequency at 4.2 Ghz,512 GB,8 GB,Intel Integrated UHD,2 GB,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"71,857"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGJ75HMWQTVERK,https://www.flipkart.com/product/p/item?pid=COMGJ75HMWQTVERK,Core i7,12th Gen,"Base Frequency 3.50 GHz, Max Turbo Boost Upto 4.7 GHz",1 TB,32 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"2,80,490"
COMGC3HZSD5563YC,https://www.flipkart.com/product/p/item?pid=COMGC3HZSD5563YC,Core i5,11th Gen,4.2,512 GB,8 GB,Intel Integrated Iris Xe Graphics,,No,35.56 cm (14 Inch),1920 x 1080 Pixels,,"61,499"
COMG87FPKWXY5FYZ,https://www.flipkart.com/product/p/item?pid=COMG87FPKWXY5FYZ,Core i5,11th Gen,4.0 GHz,512 GB,8 GB,Intel Integrated Intel Iris Xe Graphics,,No,35.56 cm (14 inch),1920 x 1080 Pixel,,"61,700"
COMGMGXFGF7ZTKHF,https://www.flipkart.com/product/p/item?pid=COMGMGXFGF7ZTKHF,Ryzen 3 Quad Core,,2.4 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"46,990"
COMGGPAP7XY4ZPYP,https://www.flipkart.com/product/p/item?pid=COMGGPAP7XY4ZPYP,Ryzen 9 Octa Core,9th Gen,,1 TB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1080x1920$$Pixels pixel,,"92,990"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGFG9VQ6PYGZR4,https://www.flipkart.com/product/p/item?pid=COMGFG9VQ6PYGZR4,Ryzen 7 Octa Core,,1.8 GHz with Turbo Frequency Upto 4.3 GHz,512 GB,8 GB,AMD Radeon,,No,35.56 cm (14 inch),1920 x 1080 Pixels,,"57,990"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"43,975"
COMG7X7HJBHPRPSU,https://www.flipkart.com/product/p/item?pid=COMG7X7HJBHPRPSU,M1 Max,,,1 TB,32 GB,NA,,No,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"3,09,490"
COMGFYQZCGFWTUG9,https://www.flipkart.com/product/p/item?pid=COMGFYQZCGFWTUG9,Core i5,12th Gen,"Base Frequency 2.5 GHz, Max Turbo Boost at 4.5 GHz",512 GB,16 GB,NA,,Yes,34.04 cm (13.4 inch),1920 x 1200 Pixels,120 Hz,"89,990"
COMGGBGRMHRYZYXK,https://www.flipkart.com/product/p/item?pid=COMGGBGRMHRYZYXK,Core i9,12th Gen,"Base 2.5 GHz, up to 5.0 GHz",1 TB,32 GB,NVIDIA GeForce RTX 3070,8 GB,No,40.64 cm (16 inch),3840 x 2400 Pixel,,"2,39,990"
COMG2ZZZ57RSWQUG,https://www.flipkart.com/product/p/item?pid=COMG2ZZZ57RSWQUG,Core i3,10th Gen,1.2 GHz with Turbo Boost Upto 3.4 GHz,512 GB,4 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920x1080 Pixel,,"39,990"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"40,990"
COMGZDQJRTBCKQ2K,https://www.flipkart.com/product/p/item?pid=COMGZDQJRTBCKQ2K,Core i5,13th Gen,Upto 4.60GHz,512 GB,16 GB,Intel Integrated Integrated,,Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,,"79,990"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGFWCYHM7Y7EJS,https://www.flipkart.com/product/p/item?pid=COMGFWCYHM7Y7EJS,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,1 TB,32 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,Yes,34.04 cm (13.4 Inch),3840 x 2400 Pixel,,"1,57,900"
COMG4ZYZH9GZU6UD,https://www.flipkart.com/product/p/item?pid=COMG4ZYZH9GZU6UD,M1,,,512 GB,8 GB,NA,,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,,"99,999"
COMGFB2GTM7MMJYN,https://www.flipkart.com/product/p/item?pid=COMGFB2GTM7MMJYN,M2,,,512 GB,8 GB,NA,,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,"1,37,990"
COMGHQYYYFGZS9UT,https://www.flipkart.com/product/p/item?pid=COMGHQYYYFGZS9UT,Pentium Quad Core,,2.0 GHz up to 3.30 GHz,256 GB,4 GB,Intel Integrated UHD,,No,35.56 cm (14 Inch),1366 x 768 Pixel,,"19,990"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGG3S9HWSFYNHW,https://www.flipkart.com/product/p/item?pid=COMGG3S9HWSFYNHW,Ryzen 5 Hexa Core,,Max Turbo Boost at 4.0 GHz,512 GB,16 GB,AMD Radeon AMD,,No,35.56 cm (14 inch),1920 x 1080 Pixels,,"55,990"
COMGD436SZUYWXCV,https://www.flipkart.com/product/p/item?pid=COMGD436SZUYWXCV,Ryzen 7 Octa Core,,4.5,512 GB,16 GB,AMD Radeon Radeon Graphics,,No,40.64 cm (16 Inch),1920 x 1080 Pixels,,"73,890"
COMGZDQJEQFQFKBE,https://www.flipkart.com/product/p/item?pid=COMGZDQJEQFQFKBE,Core i3,,Max turbo frequency at 3.8 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"35,990"
COMGZT6ZK6NHYRZR,https://www.flipkart.com/product/p/item?pid=COMGZT6ZK6NHYRZR,Ryzen 7 Octa Core,,3.2GHz Upto 4.75GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"89,990"
COMGH2NJZHFGKWFE,https://www.flipkart.com/product/p/item?pid=COMGH2NJZHFGKWFE,Core i5,12th Gen,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),2240 x 1400 Pixel,,"79,999"
COMGFWCYQHF8UAJQ,https://www.flipkart.com/product/p/item?pid=COMGFWCYQHF8UAJQ,Ryzen 9 Octa Core,,3.3 GHz with Max Boost Up to 4.4 GHz,1 TB,32 GB,AMD Radeon 6800S,8 GB,No,35.56 cm (14 inch),2560 x 1600 Pixel,120 Hz,"1,76,990"
COMG6F87Z4YUWZFZ,https://www.flipkart.com/product/p/item?pid=COMG6F87Z4YUWZFZ,Core i5,11th Gen,2.5 GHz Upto Max Turbo Frequency at 4.5 GHz,512 GB,8 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 inch),1920 x 1080 Pixels,,"71,590"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMG72M9XXDCHEQZ,https://www.flipkart.com/product/p/item?pid=COMG72M9XXDCHEQZ,Celeron Dual Core,4th Gen,Max Frequency Up to 2.8 GHz,256 GB,4 GB,Intel Integrated UHD,,No,35.56 cm (14 inch),1366 x 768 Pixel,,"27,490"
COMGKCFXC4CSZVXY,https://www.flipkart.com/product/p/item?pid=COMGKCFXC4CSZVXY,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"57,290"
COMGCGSTQNVPA4GM,https://www.flipkart.com/product/p/item?pid=COMGCGSTQNVPA4GM,Core i7,12th Gen,Max Turbo Frequency Upto 4.7 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3070,8 GB,No,40.89 cm (16.1 inch),2560 X 1440 Pixel,,"1,62,990"
COMGMV6VX8FZFWXH,https://www.flipkart.com/product/p/item?pid=COMGMV6VX8FZFWXH,Core i7,13th Gen,Max Turbo Frequency up to 5.0 GHz,1 TB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),1920 x 1200 Pixel,,"1,14,990"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"43,975"
COMGGTQW4ZPAMGCG,https://www.flipkart.com/product/p/item?pid=COMGGTQW4ZPAMGCG,Core i3,12th Gen,,256 GB,8 GB,Intel Integrated,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"38,990"
COMGCNDPPGYZEATY,https://www.flipkart.com/product/p/item?pid=COMGCNDPPGYZEATY,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,120 Hz,"86,390"
COMGF3B75NKJGJNF,https://www.flipkart.com/product/p/item?pid=COMGF3B75NKJGJNF,Ryzen 3 Quad Core,,"Base Frequency 2.7 GHz, Max Turbo Frequency at 4.1 GHz",512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,"41,890"
COMGF3B77Q3Y5RRQ,https://www.flipkart.com/product/p/item?pid=COMGF3B77Q3Y5RRQ,Ryzen 3 Quad Core,,2.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,AMD Radeon Radeon Graphics,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"40,990"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"40,990"
COMG36BSYCJQMNSW,https://www.flipkart.com/product/p/item?pid=COMG36BSYCJQMNSW,Ryzen 5 Hexa Core,,3.0 GHz with Turbo Boost Upto 4.0 Ghz,256 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,120 Hz,"58,490"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGZVGHZXXRMWMU,https://www.flipkart.com/product/p/item?pid=COMGZVGHZXXRMWMU,Athlon Dual Core,,2.3 GHz with Turbo Boost Upto 3.2 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1366 x 768 Pixel,,"29,990"
COMG43Z5FZRHVFQT,https://www.flipkart.com/product/p/item?pid=COMG43Z5FZRHVFQT,Core i5,11th Gen,2.6 GHz with Max Turbo Frequency at 4.4 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,No,38.86 cm (15.3 Inch),1920 x 1080 Pixel,,"67,990"
COMGD34ZGBQ5G5GS,https://www.flipkart.com/product/p/item?pid=COMGD34ZGBQ5G5GS,Core i5,11th Gen,"Base Frequency 2.50 GHz, Max Turbo Boost Frequency Up to 4.50 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.89 cm (16.1 inch),1920 x 1080 Pixel,,"94,990"
COMGBSGJMNEZGKS8,https://www.flipkart.com/product/p/item?pid=COMGBSGJMNEZGKS8,Ryzen 5 Hexa Core,,4.2,512 GB,16 GB,AMD Radeon AMD Radeon Graphics,,Yes,35.56 cm (14 Inch),2880 x 1800 Pixels,,"91,990"
COMGZ7CMDKJZH2BG,https://www.flipkart.com/product/p/item?pid=COMGZ7CMDKJZH2BG,Ryzen 7 Quad Core,,,1 TB,16 GB,NVIDIA GeForce RTX NVIDIA® RTX™ 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"86,000"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGGYEBMHTFBDJA,https://www.flipkart.com/product/p/item?pid=COMGGYEBMHTFBDJA,Ryzen 5 Hexa Core,,"Base Clock 3.3 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",512 GB,8 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"75,991"
COMGHMKH33QNWCYT,https://www.flipkart.com/product/p/item?pid=COMGHMKH33QNWCYT,Core i5,12th Gen,,512 GB,16 GB,NVIDIA GeForce RTX RTX 3050Ti,4 GB,No,39.62 cm (15.6 inch),1020*1920 pixel,,"92,990"
COMG24PG7EFFBSEV,https://www.flipkart.com/product/p/item?pid=COMG24PG7EFFBSEV,Ryzen 3 Dual Core,,2.3 GHz to max turbo frequency at 3.5 Ghz,,8 GB,AMD Radeon Vega,,No,39.62 cm (15.6 inch),1920x1080 Pixel,,"38,990"
COMGFH8KHCHZBHDQ,https://www.flipkart.com/product/p/item?pid=COMGFH8KHCHZBHDQ,Core i7,10th Gen,,256 GB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,144 Hz,"94,990"
